"phenotype_id","version_id","phenotype_name","type","author","owner","tags","collections","clinical_terminologies","data_sources","versions"
"PH858","1795","Weak Simple Opioid Medications","Drug","Romi Haas, Ljoudmila Busija, Alexandra Gorelik, Denise A O'Connor, Christopher Pierce, Danielle Mazza, Rochelle Buchbinder","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[]","[{'id': 34, 'name': 'POpulation Level Analysis and Reporting (POLAR) Database Australia', 'url': None, 'datasource_id': 34}]","[{'version_id': 1795, 'version_name': 'Weak Simple Opioid Medications', 'version_date': '2022-04-04T07:06:59.743401Z', 'is_published': True, 'is_latest': True}]"
"PH859","1797","Dementia Alzheimer Vascular Mixed Nonspecific","Disease or Syndrome","Richard Hoile, Naji Tabet, Helen Smith, Stephen Bremner, Jackie Cassell, Elizabeth Ford","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1797, 'version_name': 'Dementia Alzheimer Vascular Mixed Nonspecific', 'version_date': '2022-04-04T07:07:01.571515Z', 'is_published': True, 'is_latest': True}]"
"PH860","1799","Insomnia","Disease or Syndrome","Richard Hoile, Naji Tabet, Helen Smith, Stephen Bremner, Jackie Cassell, Elizabeth Ford","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1799, 'version_name': 'Insomnia', 'version_date': '2022-04-04T07:07:03.133757Z', 'is_published': True, 'is_latest': True}]"
"PH861","1801","Sleep Apnoea","Disease or Syndrome","Richard Hoile, Naji Tabet, Helen Smith, Stephen Bremner, Jackie Cassell, Elizabeth Ford","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1801, 'version_name': 'Sleep Apnoea', 'version_date': '2022-04-04T07:07:04.565738Z', 'is_published': True, 'is_latest': True}]"
"PH862","1803","Specific Dementias","Disease or Syndrome","Richard Hoile, Naji Tabet, Helen Smith, Stephen Bremner, Jackie Cassell, Elizabeth Ford","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1803, 'version_name': 'Specific Dementias', 'version_date': '2022-04-04T07:07:06.054639Z', 'is_published': True, 'is_latest': True}]"
"PH863","1805","Abdominal Pain","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1805, 'version_name': 'Abdominal Pain', 'version_date': '2022-04-04T07:07:08.115264Z', 'is_published': True, 'is_latest': True}]"
"PH864","1807","Contact with Mental Health Services","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1807, 'version_name': 'Contact with Mental Health Services', 'version_date': '2022-04-04T07:07:11.495983Z', 'is_published': True, 'is_latest': True}]"
"PH865","1809","Depression Scales","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1809, 'version_name': 'Depression Scales', 'version_date': '2022-04-04T07:07:12.979675Z', 'is_published': True, 'is_latest': True}]"
"PH866","1811","Fibromyalgia and Generalized Pain (Short)","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1811, 'version_name': 'Fibromyalgia and Generalized Pain (Short)', 'version_date': '2022-04-04T07:07:14.394277Z', 'is_published': True, 'is_latest': True}]"
"PH867","1813","Indigestion","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1813, 'version_name': 'Indigestion', 'version_date': '2022-04-04T07:07:16.797706Z', 'is_published': True, 'is_latest': True}]"
"PH868","1815","Neuropathic Pain","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1815, 'version_name': 'Neuropathic Pain', 'version_date': '2022-04-04T07:07:19.666856Z', 'is_published': True, 'is_latest': True}]"
"PH869","1817","Palliative and end of life care","Disease or Syndrome","Rebecca M Joseph, Ruth H Jack, Richard Morriss, Roger David Knaggs, Debbie Buttler, Chris Hollis, Julia Hippisley-Cox, Carrol Coupland","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1817, 'version_name': 'Palliative and end of life care', 'version_date': '2022-04-04T07:07:21.561701Z', 'is_published': True, 'is_latest': True}]"
"PH870","1819","AIDS","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1819, 'version_name': 'AIDS', 'version_date': '2022-04-04T07:07:23.609888Z', 'is_published': True, 'is_latest': True}]"
"PH871","1821","Anxiety","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1821, 'version_name': 'Anxiety', 'version_date': '2022-04-04T07:07:28.012613Z', 'is_published': True, 'is_latest': True}]"
"PH872","1823","Bipolar","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1823, 'version_name': 'Bipolar', 'version_date': '2022-04-04T07:07:30.768713Z', 'is_published': True, 'is_latest': True}]"
"PH873","1825","Cancer","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1825, 'version_name': 'Cancer', 'version_date': '2022-04-04T07:07:47.553507Z', 'is_published': True, 'is_latest': True}]"
"PH874","1827","Cerebrovascular Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1827, 'version_name': 'Cerebrovascular Disease', 'version_date': '2022-04-04T07:07:50.100363Z', 'is_published': True, 'is_latest': True}]"
"PH875","1829","Chronic Pulmonary Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1829, 'version_name': 'Chronic Pulmonary Disease', 'version_date': '2022-04-04T07:07:53.343586Z', 'is_published': True, 'is_latest': True}]"
"PH876","1831","Congestive Heart Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1831, 'version_name': 'Congestive Heart Disease', 'version_date': '2022-04-04T07:07:55.440481Z', 'is_published': True, 'is_latest': True}]"
"PH877","1833","Dementia","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1833, 'version_name': 'Dementia', 'version_date': '2022-04-04T07:07:58.100732Z', 'is_published': True, 'is_latest': True}]"
"PH878","1835","Depression","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1835, 'version_name': 'Depression', 'version_date': '2022-04-04T07:08:01.020215Z', 'is_published': True, 'is_latest': True}]"
"PH879","1837","Diabetes With Complications","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1837, 'version_name': 'Diabetes With Complications', 'version_date': '2022-04-04T07:08:03.933983Z', 'is_published': True, 'is_latest': True}]"
"PH880","1839","Diabetes","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1839, 'version_name': 'Diabetes', 'version_date': '2022-04-04T07:08:07.094640Z', 'is_published': True, 'is_latest': True}]"
"PH881","1841","Hemiplegia","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1841, 'version_name': 'Hemiplegia', 'version_date': '2022-04-04T07:08:09.048374Z', 'is_published': True, 'is_latest': True}]"
"PH882","1843","Metastatic Tumour","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1843, 'version_name': 'Metastatic Tumour', 'version_date': '2022-04-04T07:08:12.058959Z', 'is_published': True, 'is_latest': True}]"
"PH883","1845","MHS Referrals","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1845, 'version_name': 'MHS Referrals', 'version_date': '2022-04-04T07:08:13.795522Z', 'is_published': True, 'is_latest': True}]"
"PH884","1847","Mild Liver Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1847, 'version_name': 'Mild Liver Disease', 'version_date': '2022-04-04T07:08:15.918271Z', 'is_published': True, 'is_latest': True}]"
"PH885","1849","Mod Liver Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1849, 'version_name': 'Mod Liver Disease', 'version_date': '2022-04-04T07:08:17.925945Z', 'is_published': True, 'is_latest': True}]"
"PH886","1851","Myocardial Infarction","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1851, 'version_name': 'Myocardial Infarction', 'version_date': '2022-04-04T07:08:20.003610Z', 'is_published': True, 'is_latest': True}]"
"PH887","1853","Peptic Ulcer Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1853, 'version_name': 'Peptic Ulcer Disease', 'version_date': '2022-04-04T07:08:22.779187Z', 'is_published': True, 'is_latest': True}]"
"PH888","1855","Peripheral Vascular","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1855, 'version_name': 'Peripheral Vascular', 'version_date': '2022-04-04T07:08:25.011841Z', 'is_published': True, 'is_latest': True}]"
"PH889","1857","Personality Disorder","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1857, 'version_name': 'Personality Disorder', 'version_date': '2022-04-04T07:08:27.681905Z', 'is_published': True, 'is_latest': True}]"
"PH890","1859","Renal Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1859, 'version_name': 'Renal Disease', 'version_date': '2022-04-04T07:08:30.120251Z', 'is_published': True, 'is_latest': True}]"
"PH891","1861","Rheumatological Disease","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1861, 'version_name': 'Rheumatological Disease', 'version_date': '2022-04-04T07:08:32.612074Z', 'is_published': True, 'is_latest': True}]"
"PH892","1863","Schizophrenia","Disease or Syndrome","Catherine Morgan, Roger T Webb, Mathew J Carr, Evangelos Kontopantelis, Carolyn A Chew-Graham, Nav Kapur, Darren M. Ashcroft","ieuan.scanlon","[]","[{'description': 'ClinicalCodes Repository', 'id': 25, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}]","[{'version_id': 1863, 'version_name': 'Schizophrenia', 'version_date': '2022-04-04T07:08:36.055946Z', 'is_published': True, 'is_latest': True}]"
